	title	title_link	start_date	end_date	type	category	place	title2
177	The AsiaTEFL International Conference	https://10times.com/asiatefl	Thu, 25 Jun 2020	Sat, 27 Jun 2020	Conference	['Education & Training']	 KINTEX Exhibition Hall 2, Goyang-si  14.6 Miles from Seoul	The AsiaTEFL International Conference is the premier platform for English language teaching practitioners, administrators, and researchers in Asia. At the conference, participants from Asia and all over...
178	Conference of the Asian Borderlands Research Network (ABRN)	https://10times.com/asianborderlands	Thu, 25 Jun 2020	Sat, 27 Jun 2020	Conference	['Business Services', 'IT & Technology']	 Chung-Ang University Seoul Campus, Jikhalsi  4.3 Miles from Seoul	Conference of the Asian Borderlands Research Network focuses on three key themes – technologies, zones, co-existences – that aim to generate broader debate and intellectual engagement with borderland...
179	Seoul International Book Fair (SIBF)	https://10times.com/seoul-book-fair	Wed, 24 Jun 2020	Sun, 28 Jun 2020	Tradeshow	['Education & Training', 'Books & Publishing']	 COEX Convention Center, Seoul	Seoul International Book Fair is an international book fair event. The event includes various book industries and publishers gathered from all parts of the world. The event aims at bringing together celebrated...
180	POLA Conference	https://10times.com/pola-conference-seoul	Fri, 26 Jun 2020	Sun, 28 Jun 2020	Conference	['Education & Training']	 Seoul	POLA Conference is a non-political organization providing a forum for the leaders of bar associations from across the Asia-Pacific region to exchange ideas and information, collaborate on issues of mutual...
181	Data Envelopment Analysis International Conference (DEAIC)	https://10times.com/deaic	Sat, 27 Jun 2020	Mon, 29 Jun 2020	Conference	['Science & Research', 'Education & Training']	 Dongguk University Graduate School, Seoul	The conference invites all researchers from DEA and its applications in such as research evaluation, education evaluation, and productivity analysis, and aims to further provide input to institutional,...
182	Nano Korea Exhibition	https://10times.com/nano-korea-exhibition	Wed, 01 Jul 2020	Fri, 03 Jul 2020	Tradeshow	['Computer & Gadgets', 'Science & Research']	 Kintex, Goyang-si  14.5 Miles from Seoul	Nano Korea Exhibition is a largest symposium on the nanoscale science and technology, will be a meaningful occasion to confirm major research results and up-to-date research trends in Korea and overseas,...
183	International Adhesive Coating & Film System Fair (ATEM Fair)	https://10times.com/atem-fair-goyang-si	Wed, 01 Jul 2020	Fri, 03 Jul 2020	Conference	['Industrial Engineering']	 KINTEX Exhibition Hall 2, Goyang-si  14.6 Miles from Seoul	The ATEM Fair lead to a vision of leap into Asian hub of adhesive, coating, and film technology. This is the best business exchange exhibition in Korea and abroad.
184	International Symposium on Precision Engineering and Sustainable Manufacturing (PRESM)	https://10times.com/presm	Wed, 01 Jul 2020	Sat, 04 Jul 2020	Conference	['Industrial Engineering']	 Seoul	The International Symposium on Precision Engineering and Sustainable Manufacturing is an international symposium that covers a wide range of topics related to precision engineering and sustainable manufacturing...
185	Korea International Safety & Healthy Show (KISS)38th edition	https://10times.com/kissseoul	Mon, 06 Jul 2020	Thu, 09 Jul 2020	Tradeshow	['Security & Defense']	 COEX Convention Center, Seoul	Korea International Safety & Healthy Show is one of the most trustworthy safety exhibitions and you will have the opportunity to make cost-effective investments to acquire production bases in the Korean...
186	International Biometric Conference (IBC)30th edition	https://10times.com/ibc-seoul	Sun, 05 Jul 2020	Fri, 10 Jul 2020	Conference	['Education & Training', 'IT & Technology']	 COEX Convention Center, Seoul	International Biometric Conference have been the most effective and prominent gathering of biometric professionals and having the Conference convened in Seoul would be particularly meaningful, to the extent...
187	Seoul International Infant Education Fair & Kids Fair45th edition	https://10times.com/seoul-kids-fair	Thu, 09 Jul 2020	Sun, 12 Jul 2020	Tradeshow	['Education & Training', 'Baby, Kids & Maternity']	 COEX Mall, Seoul	Oldest and largest kids fair in korea
188	Global Marketing Conference (GMC)	https://10times.com/gmc-seoul	Thu, 09 Jul 2020	Sun, 12 Jul 2020	Conference	['Business Services', 'IT & Technology']	 Lotte Hotel Seoul, Seoul	The Global Marketing Conference will focus on Bridging Asia and the World: New Marketing and Management in Digitally Connected World and provide strong contents covering marketing and management-related...
189	International Symposium on Logistics (ISL)25th edition	https://10times.com/isl-seoul	Sun, 12 Jul 2020	Wed, 15 Jul 2020	Conference	['Logistics & Transportation']	 Seoul	International Symposium on Logistics aims to provide a forum for discussion between leading academics, researchers and practitioners who specialize in the area of logistics and supply chain management...
190	International Conference on Human Resources Management Economic and Social Science (HRMES)	https://10times.com/hrmes	Wed, 15 Jul 2020	Thu, 16 Jul 2020	Conference	['Education & Training']	 Nine Tree Premier Hotel Myeongdong2, Seoul	International Conference on Human Resources Management Economic and Social Science will be a great platform for academics, researchers, industry professionals, journalists, students, economists and those...
191	ANIMH International Conference on Modern Education Technologies in Applied Sciences, IT and Engineering (ETAIE)	https://10times.com/etaie	Wed, 15 Jul 2020	Thu, 16 Jul 2020	Conference	['Electric & Electronics', 'IT & Technology']	 Nine Tree Premier Hotel Myeongdong2, Seoul	The ANIMH welcomes proposals from engineers, experts in information technology, information science, management, business logistics, and computer science including executives, academics, consultants, professional...
192	International Symposium on Rarefied Gas Dynamics (RGD)32nd edition	https://10times.com/rgd-jikhalsi	Mon, 13 Jul 2020	Fri, 17 Jul 2020	Conference	['Power & Energy']	 Le Méridien Seoul, Jikhalsi  5.1 Miles from Seoul	Rarefied gas dynamics (RGD) is a multi-disciplinary field encompassing molecular physics of gases and thermodynamics, mathematics, computational simulation, and application of underpinning technology in...
193	Korea Character Licensing Fair	https://10times.com/seoul-character-licensingfair	Wed, 15 Jul 2020	Sun, 19 Jul 2020	Tradeshow	['IT & Technology', 'Entertainment & Media']	 Coex Halls A & B, Seoul	One of Asia's largest licensing exhibitions.
194	International Symposium on Neural Computing and Applications (ISNCA)	https://10times.com/isnca-seoul	Fri, 17 Jul 2020	Sun, 19 Jul 2020	Conference	['IT & Technology']	 Seoul	International Symposium on Neural Computing and Applications is a global platform where enthusiastic researches, policy makers, stakeholders, and intellectual scholars getting together for a common purpose...
195	International Conference on Frontiers of Artificial Intelligence and Statistics (CFAIS)	https://10times.com/cfais-seoul	Fri, 17 Jul 2020	Sun, 19 Jul 2020	Conference	['Industrial Engineering', 'Science & Research']	 Seoul	International Conference on Frontiers of Artificial Intelligence and Statistics will be commenced by creating an amalgamated global platform where enthusiastic researches, policy makers, stakeholders and...
196	International Conference on Computational Linguistics and Natural Language Processing (CLNLP)	https://10times.com/clnlp-seoul	Fri, 17 Jul 2020	Sun, 19 Jul 2020	Conference	['Science & Research', 'IT & Technology']	 Seoul	International Conference on Computational Linguistics and Natural Language Processing aim to bring together leading academic scientists, researchers, and research scholars to exchange and share their experiences...
197	International Conference on Science, Engineering & Technology (ICSET)	https://10times.com/icset-seoul	Sat, 18 Jul 2020	Sun, 19 Jul 2020	Conference	['Education & Training', 'IT & Technology']	 Hotel Skypark Kingstown Dongdaemun, Seoul	International Conference on Science, Engineering & Technology will provide an excellent international forum for sharing knowledge and a result in Science, Engineering & Technology. The aim of the Conference...
198	International Joint Conference on Metallurgical and Materials Engineering (JCMME)3rd edition	https://10times.com/jcmme-seoul	Mon, 20 Jul 2020	Wed, 22 Jul 2020	Conference	['Science & Research', 'IT & Technology']	 Seoul	JCMME welcomes researchers, engineers, scientists and industry professionals to an open forum where advances in the field of Metallurgical  and Materials Engineering can be shared and examined. The conference...
199	ISA International Conference	https://10times.com/isa-international-conference-seoul	Mon, 20 Jul 2020	Wed, 22 Jul 2020	Conference	['Education & Training']	 Yonsei University, Seoul	ISA International Conference will cover topics like Formation of new military alliances and security partnerships, diverging interests within existing security organizations, Shifts in economic links,...
200	International Conference on Frontiers of Chemical Materials and Process (CFCMP)	https://10times.com/cfcmp-seoul	Mon, 20 Jul 2020	Wed, 22 Jul 2020	Conference	['Industrial Engineering', 'Science & Research']	 Seoul	International Conference on Frontiers of Chemical Materials and Process aims to bring together leading academic scientists, researchers and research scholars to exchange and share their experiences and...
201	International Conference on Material Engineering andAdvanced Manufacturing Technology (MEAMT)4th edition	https://10times.com/meamt-seoul	Mon, 20 Jul 2020	Wed, 22 Jul 2020	Conference	['Industrial Engineering']	 Seoul	International Conference on Material Engineering and Advanced Manufacturing Technology is a global gathering of theorists and experts in advanced characterization techniques in the highly complex field...
202	Conference of the International Society of Indoor Air Quality & Climate16th edition	https://10times.com/indoor-air-seoul	Mon, 20 Jul 2020	Fri, 24 Jul 2020	Conference	['Education & Training', 'Environment & Waste']	 COEX Convention Center, Seoul	Conference of the International Society of Indoor Air Quality & Climate theme will be Creative & Smart Solutions for Better Built Environments, the conference will cover the diverse disciplines of Indoor...
203	International Conference on Green Design and Manufacture (IConGDM)6th edition	https://10times.com/icongdm-seoul	Thu, 23 Jul 2020	Fri, 24 Jul 2020	Conference	['Science & Research']	 SETEC, Seoul	The International Conference on Green Design and Manufacture remarks the establishment of this premier forum in the new advances in the fields of Engineering Design and Engineering Technology. IConGDM...
204	Korea Smart Device Trade Show (KITAS)10th edition	https://10times.com/kitas	Thu, 23 Jul 2020	Sat, 25 Jul 2020	Tradeshow	['Computer & Gadgets', 'Electric & Electronics', 'IT & Technology']	 COEX Mall, Seoul	Source the best smart devices from Korea
205	World Franchise Expo	https://10times.com/world-franchise-expo	Thu, 30 Jul 2020	Sat, 01 Aug 2020	Tradeshow	['Business Services']	 COEX Mall, Seoul	The World Franchise Expo focused on establishing a platform for international franchise brands to expand into Korea and Asia market. It attracted hundreds of franchise brands from all over the world to...
206	Organic & Natural Trade Fair	https://10times.com/seoul-intl-organic-natural-trade-fair	Thu, 06 Aug 2020	Sat, 08 Aug 2020	Tradeshow	['Agriculture & Forestry', 'Natural & Organic', 'Tea & Coffee']	 COEX Convention Center, Seoul	World Biggest Organic & Natural Products Show
207	Halal Expo	https://10times.com/city-farming-plant-factory-expo	Thu, 06 Aug 2020	Sat, 08 Aug 2020	Tradeshow	['Meat, Poultry & Seafood', 'Food & Beverages']	 COEX Convention Center, Seoul	Halal Expo will showcase products like health food, raw material medicines, beauty & cosmetics, logistics, finance, Fashion and other daily products, etc.
208	Return Farm & Edutainment Expo (RFEE)	https://10times.com/return-farm-edutainment-expo	Thu, 06 Aug 2020	Sat, 08 Aug 2020	Tradeshow	['Agriculture & Forestry', 'Household Consumables']	 COEX Mall, Seoul	Return Farm & Edutainment Expo features agriculture as a business, agricultural machinery, training centers, breeding, viticulture, equipment for farm life, tools, a healthy lifestyle in nature.
209	International Conference on Knowledge Management Business and Social Science Innovation Research	https://10times.com/international-conference-on-knowledge-management	Thu, 13 Aug 2020	Fri, 14 Aug 2020	Conference	['Education & Training']	 Nine Tree Premier Hotel Myeongdong2, Seoul	International Conference on Knowledge Management Business and Social Science Innovation Research will be a great platform for academics, researchers, industry professionals, journalists, students, economists...
210	ANIMH International Conference on New Developments in Engineering and Applied Sciences (NDEA)	https://10times.com/ndea	Thu, 13 Aug 2020	Fri, 14 Aug 2020	Conference	['Science & Research', 'Education & Training']	 Nine Tree Premier Hotel Myeongdong2, Seoul	The ANIMH welcomes proposals from engineers, experts in information technology, information science, management, business logistics, and computer science including executives, academics, consultants, professional...
211	Inernational Conference on Mechanical, Electronics and Computer Engineering (CMECE)	https://10times.com/cmece-seoul	Mon, 17 Aug 2020	Wed, 19 Aug 2020	Conference	['Electric & Electronics']	 Seoul	The International Conference on Mechanical, Electronics and Computer Engineering provides academics, researchers, developers, practitioners, and professional from all over the world a forum for discussion...
212	International Conference on Electronics and Signal Processing (ICESP)3rd edition	https://10times.com/icesp-seoul	Mon, 17 Aug 2020	Wed, 19 Aug 2020	Conference	['Electric & Electronics']	 Seoul	This year we are seeking innovative, high-quality and potentially interdisciplinary proposals for technical sessions that complement the regular program of the conference. The sessions should be focused...
213	Maker Faire Seoul	https://10times.com/maker-faire-gwacheon	Tue, 18 Aug 2020	Wed, 19 Aug 2020	Tradeshow	['Arts & Crafts', 'Education & Training']	 Seoul	Maker Faire Seoul is primarily designed to be forward-looking, showcasing makers who are exploring new forms and new technologies. It features innovation and experimentation across the spectrum of science,...
214	The Seoul Illustration Fair	https://10times.com/seoul-illustration-fair	Thu, 30 Jul 2020	Thu, 20 Aug 2020	Tradeshow	['Arts & Crafts']	 Coex Halls A & B, Seoul	The Seoul Illustration Fair will be held under the theme of 'Love yourself' with the meaning of loving each identity beyond the prejudices and barriers created by ourselves. It will feature over 1,100...
215	Congress of the International Association of Buddhist Studies (IABS Congress)19th edition	https://10times.com/iabs-congress-seoul	Sun, 16 Aug 2020	Fri, 21 Aug 2020	Conference	['Science & Research', 'Education & Training']	 Seoul National University, Seoul	The Congress of the International Association of Buddhist Studies is an academic conference and it is the premier international forum for scholars of Buddhism to present their research findings.
216	Bernoulli IMS World Congress in Probability and Statistics (WC)10th edition	https://10times.com/wc-seoul	Mon, 17 Aug 2020	Fri, 21 Aug 2020	Conference	['Science & Research', 'Education & Training']	 Seoul National University, Seoul	The Bernoulli IMS World Congress in Probability and Statistics will bring transformation and further advancement to the scientific level and quality of the study of statistics and probability. In this...
217	Smart Geospatial Expo	https://10times.com/smartgeoexpo	Wed, 19 Aug 2020	Fri, 21 Aug 2020	Tradeshow	['Science & Research', 'IT & Technology']	 COEX Mall, Seoul	Smart Geospatial Expo aims to promote spatial information industry development and support the overseas expansion of domestic companies. The Expo includes an exhibition program where host, organizers,...
218	International Congress and Exposition on Noise Control Engineering (INTER-NOISE)49th edition	https://10times.com/inter-noise-seoul	Sun, 23 Aug 2020	Wed, 26 Aug 2020	Tradeshow	['Industrial Engineering']	 COEX Mall, Seoul	International Congress and Exposition on Noise Control Engineering are the largest international gathering of experts in noise control engineering each year. INTER-NOISE will provide the best opportunity...
219	International Conference on Architectural and Environmental Engineering (ICAEE)	https://10times.com/icaee-seoul	Wed, 26 Aug 2020	Thu, 27 Aug 2020	Conference	['Building & Construction', 'Architecture & Designing', 'Environment & Waste']	 Seoul	The International Conference on Architectural and Environmental Engineering aims to bring together leading academic scientists, professors, researchers, students and research scholars to exchange and share...
220	International Conference on Animal and Veterinary Sciences (ICAVS)	https://10times.com/icavs-seoul	Wed, 26 Aug 2020	Thu, 27 Aug 2020	Conference	['Medical & Pharma', 'Veterinary', 'Animals & Pets']	 Seoul	The International Conference on Animal and Veterinary Sciences aims to bring together leading academic scientists, professors, researchers, students and research scholars to exchange and share their experiences...
221	International Conference on Fisheries and Aquatic Sciences (ICFAS)	https://10times.com/icfas-seoul	Wed, 26 Aug 2020	Thu, 27 Aug 2020	Conference	['Agriculture & Forestry', 'Science & Research', 'Biotechnology']	 Seoul	International Conference on Fisheries and Aquatic Sciences conference will cover areas like Aquaculture, Fisheries Biology and Management, Hydrobiology, Diseases, Seafood Processing Technology, Biotechnology...
222	International Conference on Innovative Computing, Information and Control (ICICIC)	https://10times.com/icicic-south-korea	Tue, 25 Aug 2020	Fri, 28 Aug 2020	Conference	['IT & Technology']	 Soongsil University, Seoul	International Conference on Innovative Computing, Information and Control aims to enhance international academic exchanges on related topics and to provide a chance for communications among researchers.
223	RETECH	https://10times.com/re-tech	Wed, 26 Aug 2020	Fri, 28 Aug 2020	Tradeshow	['Renewable Energy', 'Environment & Waste']	 Kintex, Goyang-si  14.5 Miles from Seoul	The Renewable Energy Technology Conference & Exhibition
224	CphI Korea	https://10times.com/cphi-korea	Wed, 26 Aug 2020	Fri, 28 Aug 2020	Tradeshow	['Medical & Pharma', 'Biotechnology', 'Drugs & Medicines']	 COEX Convention Center, Seoul	The Pharmaceutical Powerhouse of the Future
225	Bio Live	https://10times.com/bio-live-seoul	Wed, 26 Aug 2020	Fri, 28 Aug 2020	Tradeshow	['Medical & Pharma']	 COEX Mall, Seoul	Bio Live showcases the whole pharma supply chain from ingredients, contracting services to machinery and biopharmaceuticals, as well as hosting an extensive conference program covering the latest trends...
226	Korea International Furniture & Interior Fair (KOFURN)	https://10times.com/korea-international-furniture-interior-fair	Thu, 27 Aug 2020	Sun, 30 Aug 2020	Tradeshow	['Architecture & Designing', 'Furniture', 'Home & Office']	 KINTEX Exhibition Center 1, Goyang-si  14.7 Miles from Seoul	International Event on funiture, interior, industry woodworking and development
227	East Asian Insurance Congress (EAIC)30th edition	https://10times.com/eaic-seoul	Sun, 30 Aug 2020	Wed, 02 Sep 2020	Conference	['Banking & Finance']	 InterContinental Seoul Coex, Seoul	East Asian Insurance Congress aim is to furthering and developing international collaboration in the field of insurance of every sort. The Congress promises to present a different experience with the objective...
228	Korea Global Investment Forum	https://10times.com/korea-global-investment-forum-seoul	Wed, 02 Sep 2020	Wed, 02 Sep 2020	Conference	['Banking & Finance']	 Four Seasons Hotel Seoul, Seoul	Korea Global Investment Forum is a gathering of the most influential Korean pension funds, insurance companies, and investment advisers. Through this Forum, delegates will discuss key structural reforms...
229	AVCJ Private Equity & Venture Forum Korea	https://10times.com/avcj-seoul	Fri, 04 Sep 2020	Fri, 04 Sep 2020	Conference	['Banking & Finance']	 Four Seasons Hotel Seoul, Seoul	The premier private equity & venture forum in Korea
230	Korea International Printing Machinery & Equipment Show (KIPES)	https://10times.com/kipes	Wed, 02 Sep 2020	Sat, 05 Sep 2020	Tradeshow	['Packing & Packaging', 'Print & Printing', 'Industrial Engineering']	 Kintex, Goyang-si  14.5 Miles from Seoul	International exhibition for printing machinery and equipment.
231	International Conference on Civil and Environmental Engineering (I2C2E)	https://10times.com/i-c-e-seoul	Fri, 04 Sep 2020	Sat, 05 Sep 2020	Conference	['Environment & Waste']	 Hotel Skypark Kingstown Dongdaemun, Seoul	The key intention of I2C2E is to provide an opportunity for the global participants to share their ideas and experience in person with their peers expected to join from different parts on the world. In...
232	Korea Pet Show (KOPET)	https://10times.com/kopet	Fri, 04 Sep 2020	Sun, 06 Sep 2020	Tradeshow	['Animals & Pets']	 aT Center, Seoul	KOPET is the only trade show provides 1:1 Business meeting. Oversea manufacturers and Domestic Distributors. The show itself started 1999 though the meeting started 2015. On the second 1:1 meeting, 13...
233	Preview in Seoul	https://10times.com/preview-in-seoul	Mon, 07 Sep 2020	Wed, 09 Sep 2020	Tradeshow	['Apparel & Clothing', 'Textile, Fabrics & Yarns']	 COEX Mall, Seoul	Seoul International Textile Fair
234	International Vascular Biology Meeting21st edition	https://10times.com/international-vascular-biology-meeting	Wed, 09 Sep 2020	Sat, 12 Sep 2020	Conference	['Medical & Pharma', 'Science & Research']	 Grand Hilton Seoul, Seoul	International Vascular Biology Meeting will cover topics like an intersection of lipid metabolism and vascular health, neurovascular niche and disease, lymphatic vessels in inflammation, inflammation in...
235	International Society for Pharma Coeconomics & Outcomes Research Asia Pacific (ISPOR Asia Pacific)	https://10times.com/ispor-asia-pacific-seoul	Sat, 12 Sep 2020	Tue, 15 Sep 2020	Conference	['Wellness, Health & Fitness']	 Seoul	International Society for Pharma Coeconomics & Outcomes Research Asia Pacifics dedicated to improving healthcare decision making. We believe that every healthcare decision should be informed by the best...
236	Microfluidics, Circulating Biomarkers & Exosomes Asia	https://10times.com/microfluidics-circulating-biomarkers-exosomes	Mon, 14 Sep 2020	Tue, 15 Sep 2020	Conference	['Medical & Pharma', 'Science & Research']	 Hotel Grand Ambassador Seoul associated Pullman, Seoul	Microfluidics, Circulating Biomarkers & Exosomes Asia brings together a focus on technology development as well as applications for biomarker analysis in cancer, cardiovascular disease, and other disease...
237	International Congress of the Transplantation Society (TTS)28th edition	https://10times.com/tts-seoul	Sat, 12 Sep 2020	Wed, 16 Sep 2020	Conference	['Medical & Pharma', 'Science & Research']	 Seoul	The International Congress of the Transplantation Society will bring together a high-profile scientific program committee with the aim of developing a broad and exciting agenda that will cover a diverse...
238	IoT Korea Exhibition	https://10times.com/iot-korea-exhibition	Wed, 16 Sep 2020	Fri, 18 Sep 2020	Tradeshow	['Industrial Products', 'Industrial Engineering']	 COEX Convention Center, Seoul	IoT Korea Exhibition event features Smart Home Services, Property Management Services Intelligence, door lights / boilers, Smart manufacturing platform solutions, manufacturing automation, industrial safety...
239	Uglobal Immigration Expo Seoul	https://10times.com/uglobal-immigration-expo-seoul	Fri, 18 Sep 2020	Fri, 18 Sep 2020	Conference	['Travel & Tourism', 'Education & Training']	 Jikhalsi  2.2 Miles from Seoul	Uglobal Immigration Expo Seoul will offer high-quality education from industry leaders and is expected to gather global immigration professionals from programs around the world, including Australia, Cyprus,...
240	Endoluminal & Technology Symposium (ETS)	https://10times.com/ets-seoul	Sun, 20 Sep 2020	Mon, 21 Sep 2020	Conference	['Medical & Pharma']	 International healthcare center, Seoul National University Hospital, Seoul	The Endoluminal and Technology symposium is a professional organization formed to promote empirical and theoretical research and applications of Endoluminal Endourology within Asia. ETS also focused interchange...
241	Cell Therapy World Asia	https://10times.com/cell-therapy-world-asia	Tue, 22 Sep 2020	Thu, 24 Sep 2020	Tradeshow	['Medical & Pharma', 'Science & Research']	 Seoul	The Cell Therapy World Asia is bringing together Asia’s best of best in cell therapy development and manufacturing. This will be the most targeted and the only regional conference that will attract cell...
242	Vaccines East Asia	https://10times.com/vaccines-east-asia	Tue, 22 Sep 2020	Thu, 24 Sep 2020	Conference	['Medical & Pharma', 'Business Services']	 Seoul	Vaccines East Asia promises to be an opportunity to network with vaccine companies from both developed and developing countries, industry leaders, regulatory officials, academia and vaccine players worldwide....
243	InterCHARM Korea	https://10times.com/international-beauty-korea	Wed, 23 Sep 2020	Fri, 25 Sep 2020	Tradeshow	['Cosmetics', 'Fashion & Beauty']	 COEX Mall, Seoul	Korea’s Biggest Exhibition Cosmetics & Beauty Industry
244	International Lift Expo Korea (Int'l Lift Expo Korea)	https://10times.com/international-lift-expo-korea	Wed, 23 Sep 2020	Fri, 25 Sep 2020	Tradeshow	['Industrial Engineering']	 Kintex, Goyang-si  14.5 Miles from Seoul	International Lift Expo Korea Conference aim is  Distribution of new product and advanced technology of Elevator, Field of interchanges and interactors of Workers in the Elevator industry, Safety awareness...
245	K-Safety Expo	https://10times.com/k-safety-expo	Wed, 23 Sep 2020	Fri, 25 Sep 2020	Tradeshow	['Security & Defense']	 Kintex, Goyang-si  14.5 Miles from Seoul	K-Safety Expo is the largest market place of the safety industry in Korea to introduce advanced technologies in the safety industry of Korea to public and private buyers coming from home and abroad. It...
246	LMCE	https://10times.com/lmce-kslm	Wed, 23 Sep 2020	Fri, 25 Sep 2020	Conference	['Medical & Pharma']	 ConvensiA Convention Center, Incheon  22 Miles from Seoul	LMCE will offer a wide range of scientific programs including plenary lectures, keynote speeches, symposia, education workshops, oral and poster presentations and exhibition as well. We truly believe LMCE...
247	Asia Downstream Technology Forum (ASIA TECH)	https://10times.com/asia-tech-seoul	Tue, 06 Oct 2020	Thu, 08 Oct 2020	Conference	['Power & Energy']	 Seoul	Asia Downstream Technology Forum will focus on topics such as Overview of Market Trends for Refining & Petrochemicals Products by Leading Consultants, Options for Maximising Conversion & Bottom of the...
248	Quadrennial Ozone Symposium (QOS)	https://10times.com/qos	Mon, 05 Oct 2020	Fri, 09 Oct 2020	Conference	['Science & Research']	 Baekyang Nuri(The Commons), Jikhalsi  2.2 Miles from Seoul	The Quadrennial Ozone Symposium will provide the attendees with the opportunity to gain insights relating to stratospheric ozone, tropospheric ozone, ozone chemistry-climate interactions, global ozone...
249	International Conference on Innovation in Global Business, Social Sciences & Economics (IGBSSE)	https://10times.com/igbsse	Fri, 09 Oct 2020	Sat, 10 Oct 2020	Conference	['Science & Research', 'Education & Training']	 Nine Tree Premier Hotel Myeongdong2, Seoul	International Conference on Innovation in Global Business, Social Sciences & Economics is established to discuss the issues of multidisciplinary field collaboration with business and economics emerging...
250	International Conference on Research Challenges To Multidisciplinary Innovation (RCMI)	https://10times.com/rcmi-seoul	Fri, 09 Oct 2020	Sat, 10 Oct 2020	Conference	['Science & Research', 'Education & Training']	 Nine Tree Premier Hotel Myeongdong2, Seoul	International Conference on Research Challenges To Multidisciplinary Innovation will cover areas like business, management and economics studies :banking and finance, business, business ethics, e-commerce,...
251	International Conference on Research Challenges in Engineering, IT, Design & Agri Sciences (RCEIT)	https://10times.com/rceit	Fri, 09 Oct 2020	Sat, 10 Oct 2020	Conference	['Agriculture & Forestry', 'Science & Research']	 Nine Tree Premier Hotel Myeongdong2, Seoul	International Conference on Research Challenges in Engineering, IT, Design & AgriScience provide a platform for researchers, engineers, academicians as well as industrial professionals from all over the...
252	Digital Transformation Summit Korea (DX Summit Korea)	https://10times.com/dx-summit-korea-seoul	Thu, 15 Oct 2020	Thu, 15 Oct 2020	Conference	['IT & Technology']	 Seoul	Digital Transformation Summit Korea will make a difference with digital transformation and share outstanding achievements with various DX project examples, challenges, and solutions. We invite business...
253	Urological Association of Asia Congress (UAA Congress)18th edition	https://10times.com/uaa-congress-seoul	Wed, 14 Oct 2020	Sat, 17 Oct 2020	Conference	['Medical & Pharma', 'Science & Research']	 COEX Mall, Seoul	Urological Association of Asia Congress has grown to be a world-class congress in terms of quantity and quality, as well as science and social relations. Through symposiums, lectures, round table discussions,...
254	K-Beauty Expo (KBE)	https://10times.com/k-beauty-expo	Thu, 15 Oct 2020	Sat, 17 Oct 2020	Tradeshow	['Cosmetics', 'Fashion & Beauty', 'Wellness, Health & Fitness']	 Kintex, Goyang-si  14.5 Miles from Seoul	International Beauty Industry Exhibition in Korea
255	ISPE Asian Conference on Pharmacoepidemiology13th edition	https://10times.com/ispe-asian-conference-on-pharmacoepidemiology	Thu, 15 Oct 2020	Sat, 17 Oct 2020	Conference	['Medical & Pharma']	 Seoul	ISPE Asian Conference on Pharmacoepidemiology aims to discuss key issues in pharmacoepidemiology through plenaries, podium presentations, and posters as well as symposia where experts address topics of...
256	International Conference on Social Sciences, Business, Technology, and Management (SBTM)	https://10times.com/sbtm-oct	Fri, 16 Oct 2020	Sat, 17 Oct 2020	Conference	['Education & Training']	 Nine Tree Premier Hotel Myeongdong2, Seoul	Eemerging social changes that result from new social dynamics
257	Korea TESOL International Conference (Kotesol Conference)	https://10times.com/kotesol-conference	Sat, 17 Oct 2020	Sun, 18 Oct 2020	Conference	['Education & Training']	 Sookmyung Women's University, Seoul	Focus on Fluency
258	ITMF Annual Conference	https://10times.com/itmf-annual-conference-seoul	Tue, 20 Oct 2020	Thu, 22 Oct 2020	Conference	['Apparel & Clothing']	 Seoul	ITMF Annual Conference is an international forum for the world's textile industries, dedicated to keeping the world-wide membership constantly informed through surveys, studies, and publications, participating...
259	Seoul International Electric Fair (SIEF)	https://10times.com/sief	Wed, 21 Oct 2020	Fri, 23 Oct 2020	Tradeshow	['Electric & Electronics']	 COEX Convention Center, Seoul	Specialized exhibition equipped with international competitiveness in accordance with governmental plan for developing exhibition business
260	International High-Tech Materials & Application Technology Expo (INTRA)	https://10times.com/intra-seoul	Wed, 21 Oct 2020	Fri, 23 Oct 2020	Tradeshow	['Electric & Electronics', 'IT & Technology']	 COEX Convention Center, Seoul	The International High-Tech Materials & Application Technology Expo will cover the areas like Ceramic production processing facilities, Ceramic materials, paint, abrasive material, Decorate ceramic materials,...
261	Energy Plus	https://10times.com/energy-plus-seoul	Wed, 21 Oct 2020	Fri, 23 Oct 2020	Tradeshow	['Electric & Electronics', 'Power & Energy']	 COEX Mall, Seoul	Energy Plus is an excellent opportunity to build a relationship with industry professionals from various influential sectors of the energy industry and execute your business further.
262	InterBattery	https://10times.com/interbattery	Wed, 21 Oct 2020	Fri, 23 Oct 2020	Tradeshow	['Electric & Electronics', 'Science & Research']	 COEX Convention Center, Seoul	InterBattery is Korea’s leading battery exhibition showcasing various new products and technologies related to the battery industry. It will highlight areas like Lithium-ion Battery, Nickel Cadmium Battery,...
263	G-Fair	https://10times.com/g-fair	Thu, 22 Oct 2020	Sun, 25 Oct 2020	Tradeshow	['Electric & Electronics', 'Home & Office']	 Kintex, Goyang-si  14.5 Miles from Seoul	Touch the World Global Great Good Fair
